version,codigo_ente,codigo,actividad,fuente_alta,inf_fuente_alta,alta_desde
2019/01 situacion a  01/01/2019,09-00-000-B-V-040,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,LEY,"1/2009, 12/02; DOGC 5321, 18/02/2009",19/02/2009
2019/01 situacion a  01/01/2019,09-00-072-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Escritura nº464 de 06/02/1996 (RF 26/04/1996),26/04/1996
2019/01 situacion a  01/01/2019,09-00-013-N-N-000,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,ESCRITURA,Esc. const. nº873 de 12/03/2003 (RA 25/09/2009),25/09/2009
2019/01 situacion a  01/01/2019,09-08-172-H-H-000,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,nº 650 de 13/03/1996 (RF 1022;02/12/1996),02/12/1996
2019/01 situacion a  01/01/2019,09-25-010-C-C-000,A0240,Servicios de apoyo a la silvicultura,ESTATUTOS,Acta const. de 28/11/1994; BOP nº105 de 30/08/1994,28/11/1994
2019/01 situacion a  01/01/2019,09-25-010-C-C-000,C283,Fabricación de maquinaria agraria y forestal,ESTATUTOS,Acta const. de 28/11/1994; BOP nº105 de 30/08/1994,28/11/1994
2019/01 situacion a  01/01/2019,09-25-042-C-C-000,A0240,Servicios de apoyo a la silvicultura,ESTATUTOS,"Edicto de 24/12/2002, BOP nº 61 de 17/05/2003",24/12/2002
2019/01 situacion a  01/01/2019,09-00-044-H-H-000,Q86,Actividades sanitarias,ESTATUTOS,Esc. Cont. nº585 de 13/02/1996 (RF 03/06/1998),03/06/1998
2019/01 situacion a  01/01/2019,09-00-000-B-U-016,O8411,Actividades generales de la Administración Pública,LEY,"6/1993, 15-7; DOGC 1776",29/07/1993
2019/01 situacion a  01/01/2019,09-00-000-B-U-002,H49,Transporte terrestre y por tubería,DECRETO,"05/09/1979; DOGC 29, 10-10-1979",18/12/1979
2019/01 situacion a  01/01/2019,09-00-000-B-U-002,H4931,Transporte terrestre urbano y suburbano de pasajeros,DECRETO,"05/09/1979; DOGC 29, 10-10-1979",18/12/1979
2019/01 situacion a  01/01/2019,09-00-072-C-C-000,M7111,Servicios técnicos de arquitectura,ESTATUTOS,Acta de 10/03/2010 (AC GOV 222/2009; DOGC 5545),10/03/2010
2019/01 situacion a  01/01/2019,09-08-035-C-C-000,N7990,Otros servicios de reservas y actividades relacionadas con los mismos,ESTATUTOS,Acta de constitución de 11/12/1990,11/12/1990
2019/01 situacion a  01/01/2019,09-08-035-C-C-000,P8543,Educación universitaria,ESTATUTOS,Acta de constitución de 11/12/1990,11/12/1990
2019/01 situacion a  01/01/2019,09-00-033-C-C-000,F,Construcción,ESTATUTOS,s/ Conv. colab (Acuerdo CPT88/2006 DOGC 8-9-2006),12/09/2006
2019/01 situacion a  01/01/2019,09-08-207-C-C-000,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,ESTATUTOS,Decreto 208/1991 de 30/07; DOGC 1509 de 23/10/1991,23/10/1991
2019/01 situacion a  01/01/2019,09-08-044-C-C-000,C2016,Fabricación de plásticos en formas primarias,ESTATUTOS,Decreto 297/93 de 26/10; DOGC 1831 de 13/12/93,14/12/1993
2019/01 situacion a  01/01/2019,09-08-044-C-C-000,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Decreto 297/93 de 26/10; DOGC 1831 de 13/12/93,14/12/1993
2019/01 situacion a  01/01/2019,09-08-044-C-C-000,P8559,Otra educación n.c.o.p.,ESTATUTOS,Decreto 297/93 de 26/10; DOGC 1831 de 13/12/93,14/12/1993
2019/01 situacion a  01/01/2019,09-00-024-C-C-000,Q8610,Actividades hospitalarias,ESTATUTOS,AC.GOV/10/2010 de 26 enero (DOGC 5555; 28/01/2010),28/01/2010
2019/01 situacion a  01/01/2019,09-25-026-H-H-000,P8560,Actividades auxiliares a la educación,ESTATUTOS,Esc. Const. nº1037 de 12/06/1996 (RF 26/11/1996),26/11/1996
2019/01 situacion a  01/01/2019,09-00-029-H-H-000,P8560,Actividades auxiliares a la educación,ESTATUTOS,Escritura nº1128 de 19/07/1999 (RF 18/01/2000),18/01/2000
2019/01 situacion a  01/01/2019,09-00-000-B-W-005,P8543,Educación universitaria,DECRETO,"232/1985, 4-07 (DOGC 26-8-1985)",01/02/1985
2019/01 situacion a  01/01/2019,09-00-000-B-V-017,O8411,Actividades generales de la Administración Pública,LEY,"18/1990, 15/11; DOGC 1371, 23/11/1990",24/11/1990
2019/01 situacion a  01/01/2019,09-00-000-B-V-017,O8423,Justicia,LEY,"18/1990, 15/11; DOGC 1371, 23/11/1990",24/11/1990
2019/01 situacion a  01/01/2019,09-00-000-B-V-017,P8559,Otra educación n.c.o.p.,LEY,"18/1990, 15/11; DOGC 1371, 23/11/1990",24/11/1990
2019/01 situacion a  01/01/2019,09-00-000-B-U-019,M72,Investigación y desarrollo,RESOLUCION,07/03/1995; DOGC 2029,25/03/1995
2019/01 situacion a  01/01/2019,09-00-000-B-U-019,O8430,Seguridad Social obligatoria,RESOLUCION,07/03/1995; DOGC 2029,25/03/1995
2019/01 situacion a  01/01/2019,09-00-000-B-U-019,Q86,Actividades sanitarias,RESOLUCION,07/03/1995; DOGC 2029,25/03/1995
2019/01 situacion a  01/01/2019,09-00-000-B-P-047,H5210,Depósito y almacenamiento,ESTATUTOS,Esc.const. nº4301 de 20/11/2001 (RM 22/07/2002),22/07/2002
2019/01 situacion a  01/01/2019,09-08-201-C-C-000,J6202,Actividades de consultoría informática,ESTATUTOS,Decreto150/1987 13 marzo; DOGC 841 de 20/05/1987,20/05/1987
2019/01 situacion a  01/01/2019,09-08-201-C-C-000,M72,Investigación y desarrollo,ESTATUTOS,Decreto150/1987 13 marzo; DOGC 841 de 20/05/1987,20/05/1987
2019/01 situacion a  01/01/2019,09-00-068-H-H-000,N8211,Servicios administrativos combinados,ESTATUTOS,Escritura nº231 de 07/02/2012 (RF 09/04/2012),09/04/2012
2019/01 situacion a  01/01/2019,09-08-191-C-C-000,H493,Otro transporte terrestre de pasajeros,ESTATUTOS,PTO/3843/2003 de 04/12; DOGC 4033 de 18/12/2003,18/12/2003
2019/01 situacion a  01/01/2019,09-00-000-B-U-038,A0240,Servicios de apoyo a la silvicultura,ESTATUTOS,"15/2001, 14-11; DOGC 3524 de 29-11",30/11/2001
2019/01 situacion a  01/01/2019,09-08-094-C-C-000,M72,Investigación y desarrollo,ESTATUTOS,Acuerdo de 08/07/1998; DOGC nº2723 de 14/09/1998,08/07/1998
2019/01 situacion a  01/01/2019,09-08-094-C-C-000,P85,Educación,ESTATUTOS,Acuerdo de 08/07/1998; DOGC nº2723 de 14/09/1998,08/07/1998
2019/01 situacion a  01/01/2019,09-08-094-C-C-000,Q86,Actividades sanitarias,ESTATUTOS,Acuerdo de 08/07/1998; DOGC nº2723 de 14/09/1998,08/07/1998
2019/01 situacion a  01/01/2019,09-08-094-C-C-000,Q8610,Actividades hospitalarias,ESTATUTOS,Acuerdo de 08/07/1998; DOGC nº2723 de 14/09/1998,08/07/1998
2019/01 situacion a  01/01/2019,09-08-202-C-C-000,M7220,Investigación y desarrollo experimental en ciencias sociales y humanidades,ESTATUTOS,Decreto 207/1985 de 15/07; DOGC 573 de 09/08/1985,09/08/1985
2019/01 situacion a  01/01/2019,09-08-153-H-H-000,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Esc. Const nº 556 de 06/03/2002,23/05/2002
2019/01 situacion a  01/01/2019,09-00-000-B-P-070,Q8731,Asistencia en establecimientos residenciales para personas mayores,ESTATUTOS,Esc. const. nº6811 de 29/12/1998 (RM 08/11/1999),08/11/1999
2019/01 situacion a  01/01/2019,09-00-000-B-P-077,C2550,"Forja, estampación y embutición de metales; metalurgia de polvos",ESTATUTOS,Esc. nº 2394 de 24/10/1989 (RM 26/03/1990),26/03/1990
2019/01 situacion a  01/01/2019,09-00-087-C-C-000,R9104,"Actividades de los jardines botánicos, parques zoológicos y reservas naturales",ESTATUTOS,"CPT/197/2006, de 21 de noviembre (DOGC 01/12/2006)",01/12/2006
2019/01 situacion a  01/01/2019,09-00-000-B-W-006,P8543,Educación universitaria,ESTATUTOS,Decret/225/1993 de 28/09 (DOGC nº1804 de 04/10/93),04/10/1993
2019/01 situacion a  01/01/2019,09-08-134-C-C-000,F4339,Otro acabado de edificios,ESTATUTOS,Conv colab. de 15/11/2001; DOGC 3526 de 03/12/2001,15/11/2001
2019/01 situacion a  01/01/2019,09-08-134-C-C-000,M7111,Servicios técnicos de arquitectura,ESTATUTOS,Conv colab. de 15/11/2001; DOGC 3526 de 03/12/2001,15/11/2001
2019/01 situacion a  01/01/2019,09-00-052-C-C-000,F4110,Promoción inmobiliaria,ESTATUTOS,Acuerdo de 22/05/2007 (DOGC nº4896 de 01/06/2007),18/10/2007
2019/01 situacion a  01/01/2019,09-08-182-H-H-000,M72,Investigación y desarrollo,ESTATUTOS,Escritura nº1993 de 22/05/1989 (RF 05/03/1990),05/03/1990
2019/01 situacion a  01/01/2019,09-00-000-B-P-086,J6399,Otros servicios de información n.c.o.p.,ESTATUTOS,Esc. Const. nº226 de 22/01/2001 (RM 16/03/2001),16/03/2001
2019/01 situacion a  01/01/2019,09-00-000-B-P-086,M7022,Otras actividades de consultoría de gestión empresarial,ESTATUTOS,Esc. Const. nº226 de 22/01/2001 (RM 16/03/2001),16/03/2001
2019/01 situacion a  01/01/2019,09-08-003-C-C-000,R9004,Gestión de salas de espectáculos,ESCRITURA,nº 716 de 08/04/1983,08/04/1983
2019/01 situacion a  01/01/2019,09-08-160-H-H-000,R9329,Otras actividades recreativas y de entretenimiento,ESTATUTOS,Esc. Const. nº3351 de 22/09/2006 (RF 22/11/2006),22/11/2006
2019/01 situacion a  01/01/2019,09-00-056-C-C-000,R9104,"Actividades de los jardines botánicos, parques zoológicos y reservas naturales",ESTATUTOS,Acuerdo 04/05/2007; BOP Girona 17/05/2007,17/05/2007
2019/01 situacion a  01/01/2019,09-08-104-C-C-000,H5221,Actividades anexas al transporte terrestre,ESTATUTOS,Convenio de 19/03/1997; DOGC 2338 de 25/02/1997,19/03/1997
2019/01 situacion a  01/01/2019,09-00-000-B-W-002,P8543,Educación universitaria,REAL DECRETO,"217/1985, 1-07 (DOGC 577, 19-8-1985)",01/02/1985
2019/01 situacion a  01/01/2019,09-00-074-C-C-000,M711,Servicios técnicos de arquitectura e ingeniería y otras actividades relacionadas con el asesoramiento técnico,ESTATUTOS,Acta de 12/03/2010 (AC GOV 218/2009; DOGC 5545),12/03/2010
2019/01 situacion a  01/01/2019,09-00-000-B-P-120,H4920,Transporte de mercancías por ferrocarril,ESTATUTOS,Escritura nº 1194 de 06/09/2010,06/09/2010
2019/01 situacion a  01/01/2019,09-08-127-C-C-000,M72,Investigación y desarrollo,ESTATUTOS,Convenio de 24/07/2001; DOGC nº 3477 de 20/09/2001,24/07/2001
2019/01 situacion a  01/01/2019,09-08-127-C-C-000,P85,Educación,ESTATUTOS,Convenio de 24/07/2001; DOGC nº 3477 de 20/09/2001,24/07/2001
2019/01 situacion a  01/01/2019,09-08-127-C-C-000,Q8610,Actividades hospitalarias,ESTATUTOS,Convenio de 24/07/2001; DOGC nº 3477 de 20/09/2001,24/07/2001
2019/01 situacion a  01/01/2019,09-08-127-C-C-000,Q8899,Otros actividades de servicios sociales sin alojamiento n.c.o.p.,ESTATUTOS,Convenio de 24/07/2001; DOGC nº 3477 de 20/09/2001,24/07/2001
2019/01 situacion a  01/01/2019,09-00-000-B-U-077,E3600,"Captación, depuración y distribución de agua",ESTATUTOS,"Decreto-Ley 4/2018, de 17/07 (DOGC 7667;19/07/18)",20/07/2018
2019/01 situacion a  01/01/2019,09-00-000-B-U-047,S9499,Otras actividades asociativas n.c.o.p.,LEY,"14/1985, de 28/06; DOGC 557 de 03/07",23/07/1985
2019/01 situacion a  01/01/2019,09-00-018-H-H-000,M72,Investigación y desarrollo,ESTATUTOS,Esc.nº840 de 28/02/2007 (RF nº2368 30/10/2007),30/10/2007
2019/01 situacion a  01/01/2019,09-00-000-B-P-017,O8413,Regulación de la actividad económica y contribución a su mayor eficiencia,ESTATUTOS,Esc. Const. nº469 de 24/07/1985 (RM 26/02/1986),26/02/1986
2019/01 situacion a  01/01/2019,09-00-000-B-P-112,K6499,"Otros servicios financieros, excepto seguros y fondos de pensiones n.c.o.p.",ESTATUTOS,Esc. Const. nº1452 de 12/12/2008 (RM 18/02/2009),18/02/2009
2019/01 situacion a  01/01/2019,09-00-030-H-H-000,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,Escritura nº207 de 20/01/1999 (RF 11/02/2000),11/02/2000
2019/01 situacion a  01/01/2019,09-00-000-B-P-138,R9329,Otras actividades recreativas y de entretenimiento,ESTATUTOS,Esc. de const. nº317 de 28/02/2012 (RM 29/03/2012),29/03/2012
2019/01 situacion a  01/01/2019,09-00-078-C-C-000,M7111,Servicios técnicos de arquitectura,ESTATUTOS,Convenio Colab. de 19/08/2008 (DOGC 5340-17/03/09),19/08/2008
2019/01 situacion a  01/01/2019,09-25-014-C-C-000,R9102,Actividades de museos,ESTATUTOS,fundacional 14/12/1995,14/12/1995
2019/01 situacion a  01/01/2019,09-25-014-C-C-000,R9103,Gestión de lugares y edificios históricos,ESTATUTOS,fundacional 14/12/1995,14/12/1995
2019/01 situacion a  01/01/2019,09-08-177-H-H-000,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Esc. Cons. nº 1809 de 22/09/2003 (RF 14/10/2003),14/10/2003
2019/01 situacion a  01/01/2019,09-08-015-C-C-000,Q8610,Actividades hospitalarias,ESTATUTOS,Decret 341 de 13/10/1986; DOGC 780 de 19/12/1986,31/12/1986
2019/01 situacion a  01/01/2019,09-00-000-B-P-010,F4122,Construcción de edificios no residenciales,ESTATUTOS,Esc. Const. nº2927 de 20/07/1990 (RM 15/09/1990),15/09/1990
2019/01 situacion a  01/01/2019,09-00-013-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Escritura nº 3451 de 29/12/2005 (RF 21/11/2006),21/11/2006
2019/01 situacion a  01/01/2019,09-08-001-X-P-001,M7490,"Otras actividades profesionales, científicas y técnicas n.c.o.p.",ESTATUTOS,Escritura const. de 27/05/1999 (RM 29/06/1999),29/06/1999
2019/01 situacion a  01/01/2019,09-08-166-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Esc. Const. nº 3214 de 22/11/2006 (RF 22/01/2008),22/01/2008
2019/01 situacion a  01/01/2019,09-00-045-H-H-000,P8559,Otra educación n.c.o.p.,ESTATUTOS,Esc.Const. nº1015 de 14/06/2010 (RF 22/03/2011),22/03/2011
2019/01 situacion a  01/01/2019,09-08-151-H-H-000,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Esc. Const. nº 284 de 31/01/2001 (RF 26/04/2001),26/04/2001
2019/01 situacion a  01/01/2019,09-00-050-C-C-000,F4121,Construcción de edificios residenciales,ESTATUTOS,"Acuerdo GOV/92/2010, de 4 de mayo; DOGC 25/05/2010",25/05/2010
2019/01 situacion a  01/01/2019,09-08-184-C-C-000,M722,Investigación y desarrollo experimental en ciencias sociales y humanidades,ESTATUTOS,Decreto 279/1994 de 04/11;DOGC 1971 de 11/11/1994,12/11/1994
2019/01 situacion a  01/01/2019,09-00-000-B-U-017,J61,Telecomunicaciones,LEY,"15/1993, 28-12; DOGC 1840",01/01/1994
2019/01 situacion a  01/01/2019,09-00-018-C-C-000,L6832,Gestión y administración de la propiedad inmobiliaria,ESTATUTOS,Acuerdo CPT/170 de 24/10/06 (DOGC 4761;15/11/06),24/10/2006
2019/01 situacion a  01/01/2019,09-00-075-H-H-000,O8411,Actividades generales de la Administración Pública,ESTATUTOS,Esc. const.nº1925 de 03/06/2002 (RF 01/10/2002),01/10/2002
2019/01 situacion a  01/01/2019,09-00-060-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESCRITURA,nº1236 de 21/09/1984 (RF 02/07/1984),02/07/1984
2019/01 situacion a  01/01/2019,09-00-000-B-U-037,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,LEY,"7/2001, 31-05; DOGC 3407 de 12-06",13/06/2001
2019/01 situacion a  01/01/2019,09-00-000-B-U-037,P8543,Educación universitaria,LEY,"7/2001, 31-05; DOGC 3407 de 12-06",13/06/2001
2019/01 situacion a  01/01/2019,09-00-083-C-C-000,A0161,Actividades de apoyo a la agricultura,ESTATUTOS,"ACORD CPT/87/2006,29/08/2006; DOGC 4715,08/09/2006",29/08/2006
2019/01 situacion a  01/01/2019,09-17-007-C-C-000,E382,Tratamiento y eliminación de residuos,ESTATUTOS,"Decreto 148/1994 de 19/04, DOGC nº 1916 de 04/07",05/07/1994
2019/01 situacion a  01/01/2019,09-17-007-C-C-000,N8129,Otras actividades de limpieza,ESTATUTOS,"Decreto 148/1994 de 19/04, DOGC nº 1916 de 04/07",05/07/1994
2019/01 situacion a  01/01/2019,09-08-232-C-C-000,F4312,Preparación de terrenos,ESTATUTOS,Acta const.14/05/2010 (AC GOV 219/2009; DOGC 5545),14/05/2010
2019/01 situacion a  01/01/2019,09-00-000-X-P-066,F4212,Construcción de vías férreas de superficie y subterráneas,ESTATUTOS,Esc.const. nº1875 de 27/06/2003 (RM 02/02/04),02/02/2004
2019/01 situacion a  01/01/2019,09-00-000-X-P-066,M7112,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,ESTATUTOS,Esc.const. nº1875 de 27/06/2003 (RM 02/02/04),02/02/2004
2019/01 situacion a  01/01/2019,09-00-043-H-H-000,M7219,Otra investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,esc. nº687 de 21/02/2011 (RF 21/07/2011),21/07/2011
2019/01 situacion a  01/01/2019,09-00-000-B-V-035,M7120,Ensayos y análisis técnicos,LEY,"9/2004, 24/12; DOGC 4291, 30/12/2004",31/12/2004
2019/01 situacion a  01/01/2019,09-00-000-B-V-035,O8412,"Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social",LEY,"9/2004, 24/12; DOGC 4291, 30/12/2004",31/12/2004
2019/01 situacion a  01/01/2019,09-08-125-C-C-000,M72,Investigación y desarrollo,ESTATUTOS,"Decret 293/1992, de 24/11; DOGC 1688 de 30/12/1992",30/12/1992
2019/01 situacion a  01/01/2019,09-08-125-C-C-000,P85,Educación,ESTATUTOS,"Decret 293/1992, de 24/11; DOGC 1688 de 30/12/1992",30/12/1992
2019/01 situacion a  01/01/2019,09-08-125-C-C-000,Q86,Actividades sanitarias,ESTATUTOS,"Decret 293/1992, de 24/11; DOGC 1688 de 30/12/1992",30/12/1992
2019/01 situacion a  01/01/2019,09-08-185-C-C-000,M72,Investigación y desarrollo,ESTATUTOS,Acta const. 01/02/1995 (AG 226/94; DOGC 1950),01/02/1995
2019/01 situacion a  01/01/2019,09-08-182-C-C-000,M72,Investigación y desarrollo,ESTATUTOS,Decreto 239/1996 de 05/07; DOGC 2228 de 10/07/1996,11/07/1996
2019/01 situacion a  01/01/2019,09-25-005-C-C-000,R9103,Gestión de lugares y edificios históricos,ESTATUTOS,"Edicto de 02/02/1994, BOP nº 25 de 26/2/1994",02/02/1994
2019/01 situacion a  01/01/2019,09-25-005-C-C-000,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,"Edicto de 02/02/1994, BOP nº 25 de 26/2/1994",02/02/1994
2019/01 situacion a  01/01/2019,09-00-050-H-H-000,P8559,Otra educación n.c.o.p.,ESTATUTOS,Esc.const.nº1290 de 27/04/2007 (RF 28/05/2007),28/05/2007
2019/01 situacion a  01/01/2019,09-43-017-C-C-000,E3811,Recogida de residuos no peligrosos,ESTATUTOS,"Acuerdo de 25/01/1995 (DOGC nº 2053, 22/05/1995)",25/01/1995
2019/01 situacion a  01/01/2019,09-43-017-C-C-000,N8129,Otras actividades de limpieza,ESTATUTOS,"Acuerdo de 25/01/1995 (DOGC nº 2053, 22/05/1995)",25/01/1995
2019/01 situacion a  01/01/2019,09-00-000-B-P-058,N8110,Servicios integrales a edificios e instalaciones,ESTATUTOS,Esc. Const. nº49 de 08/01/1991 (RM 28/01/1991),28/01/1991
2019/01 situacion a  01/01/2019,09-00-001-C-C-000,R9103,Gestión de lugares y edificios históricos,ACUERDO,"de 30/07/1987 (Dec.333/88,14-11)DOGC.1074 28/11/88",30/07/1987
2019/01 situacion a  01/01/2019,09-00-000-B-U-020,Q8690,Otras actividades sanitarias,ACTA,"30/03/1995; DOGC 2040, 21-4-1995",21/04/1995
2019/01 situacion a  01/01/2019,09-00-061-H-H-000,S9499,Otras actividades asociativas n.c.o.p.,ESTATUTOS,Escritura nº 597 de 13/03/2012 (RF 29/03/2012),29/03/2012
2019/01 situacion a  01/01/2019,09-08-200-C-C-000,A0240,Servicios de apoyo a la silvicultura,ESTATUTOS,Decreto 300/1987 de 04/08; DOGC 904 de 21/10/1987,04/08/1987
2019/01 situacion a  01/01/2019,09-08-200-C-C-000,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Decreto 300/1987 de 04/08; DOGC 904 de 21/10/1987,04/08/1987
2019/01 situacion a  01/01/2019,09-08-200-C-C-000,P85,Educación,ESTATUTOS,Decreto 300/1987 de 04/08; DOGC 904 de 21/10/1987,04/08/1987
2019/01 situacion a  01/01/2019,09-17-045-C-C-000,R9104,"Actividades de los jardines botánicos, parques zoológicos y reservas naturales",ESTATUTOS,AC GOV/162/2007 de 24 dic (DOGC 5045;10/01/2008),24/12/2007
2019/01 situacion a  01/01/2019,09-08-190-H-H-000,N771,Alquiler de vehículos de motor,ESTATUTOS,Escritura nº1849 de 09/04/2003 (RF 31/10/2003),31/10/2003
2019/01 situacion a  01/01/2019,09-25-051-C-C-000,H493,Otro transporte terrestre de pasajeros,ESTATUTOS,Acuerdo de 30/08/2005 (DOGC nº4469 de 14/09/2005),30/08/2005
2019/01 situacion a  01/01/2019,09-08-229-C-C-000,O8411,Actividades generales de la Administración Pública,ESTATUTOS,Acta constituc. 26/06/2006 (DOGC 4635-17/05/2006),26/06/2006
2019/01 situacion a  01/01/2019,09-00-049-C-C-000,F4121,Construcción de edificios residenciales,ESTATUTOS,"Acuerdo GOV/91/2010, de 4 de mayo; DOGC 25/05/2010",21/07/2010
2019/01 situacion a  01/01/2019,09-08-086-C-C-000,R9102,Actividades de museos,ESTATUTOS,"Decreto 51/1991, de 04/03; DOGC 1422 de 22/03/1991",04/03/1991
2019/01 situacion a  01/01/2019,09-00-048-C-C-000,F4121,Construcción de edificios residenciales,ESTATUTOS,Acuerdo de 04/05/2010 (DOGC nº5635 de 25/05/2010),04/05/2010
2019/01 situacion a  01/01/2019,09-08-118-C-C-000,F4110,Promoción inmobiliaria,ESTATUTOS,"Ley 22/1998, 30-12 DOGC nº 2801 de 08/01/1999",28/01/1999
2019/01 situacion a  01/01/2019,09-08-118-C-C-000,O8412,"Regulación de las actividades sanitarias, educativas y culturales y otros servicios sociales, excepto Seguridad Social",ESTATUTOS,"Ley 22/1998, 30-12 DOGC nº 2801 de 08/01/1999",28/01/1999
2019/01 situacion a  01/01/2019,09-08-150-H-H-000,M72,Investigación y desarrollo,ESTATUTOS,Esc. Const. nº2595 de 27/07/2000 (RF 27/12/2000),27/12/2000
2019/01 situacion a  01/01/2019,09-08-160-C-C-000,P8559,Otra educación n.c.o.p.,ESTATUTOS,Resolución TIC/2593/2003 (DOGC nº3961 04/09/2003),10/07/2003
2019/01 situacion a  01/01/2019,09-00-000-B-U-057,F41,Construcción de edificios,LEY,13/2009 de 22 de julio (DOGC nº 5430 de 28/07/2009,27/08/2009
2019/01 situacion a  01/01/2019,09-00-000-B-U-057,F411,Promoción inmobiliaria,LEY,13/2009 de 22 de julio (DOGC nº 5430 de 28/07/2009,27/08/2009
2019/01 situacion a  01/01/2019,09-00-000-B-P-052,R9319,Otras actividades deportivas,ESTATUTOS,Esc. Const. nº5677 de 29/12/1992,29/12/1992
2019/01 situacion a  01/01/2019,09-00-000-B-U-036,O8421,Asuntos exteriores,LEY,"31/2002, 30-12; DOGC 3791 de 31-12",01/01/2003
2019/01 situacion a  01/01/2019,09-00-000-B-U-036,S9499,Otras actividades asociativas n.c.o.p.,LEY,"31/2002, 30-12; DOGC 3791 de 31-12",01/01/2003
2019/01 situacion a  01/01/2019,09-17-047-H-H-000,M721,Investigación y desarrollo experimental en ciencias naturales y técnicas,ESTATUTOS,Esc.nº 1594 de 08/04/2002 (RF 27/07/2005),27/07/2005
2019/01 situacion a  01/01/2019,09-17-047-H-H-000,Q8690,Otras actividades sanitarias,ESTATUTOS,Esc.nº 1594 de 08/04/2002 (RF 27/07/2005),27/07/2005
2019/01 situacion a  01/01/2019,09-00-000-B-V-034,P8559,Otra educación n.c.o.p.,LEY,"17/2002, de 5/07; DOGC 3676 de 12/07",13/07/2002
2019/01 situacion a  01/01/2019,09-00-000-B-V-034,Q8899,Otros actividades de servicios sociales sin alojamiento n.c.o.p.,LEY,"17/2002, de 5/07; DOGC 3676 de 12/07",13/07/2002
2019/01 situacion a  01/01/2019,09-00-000-B-U-034,O8411,Actividades generales de la Administración Pública,ESTATUTOS,"Ley 1/2003, 19-02; DOGC 3826, 20-02-2003",12/03/2003
2019/01 situacion a  01/01/2019,09-00-000-B-U-034,P8543,Educación universitaria,ESTATUTOS,"Ley 1/2003, 19-02; DOGC 3826 de 20/02/2003",12/03/2003
2019/01 situacion a  01/01/2019,09-00-014-C-C-000,S949,Otras actividades asociativas,ESTATUTOS,Acuerdo Gob. de 22/04/2003 (DOGC 3935;29/07/2003),22/04/2003
2019/01 situacion a  01/01/2019,09-00-038-C-C-000,F4121,Construcción de edificios residenciales,ESTATUTOS,Acta cons 16/07/2010(Ac.Gov 04/05/2010; DOGC 5635),16/07/2010
2019/01 situacion a  01/01/2019,09-00-000-B-U-032,F4212,Construcción de vías férreas de superficie y subterráneas,ESTATUTOS,Ley 19/2001 de 31/12 (DOGC nº3546 de 04/01/2002),05/01/2002
2019/01 situacion a  01/01/2019,09-43-043-C-C-000,E3600,"Captación, depuración y distribución de agua",ESTATUTOS,Acta constitución 02/04/1985 (DOGC 593-27.09.1985),02/04/1985
2019/01 situacion a  01/01/2019,09-00-000-B-P-135,M7112,Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico,ESTATUTOS,Esc. const. nº1969 de 10/10/2013 (RM 22/10/2013),22/10/2013
2019/01 situacion a  01/01/2019,09-00-070-H-H-000,P8559,Otra educación n.c.o.p.,ESTATUTOS,Esc.nº2543 de 16/07/1998 (RF nº1359 de 18/01/2000),18/01/2000
2019/01 situacion a  01/01/2019,09-00-000-B-P-111,R9329,Otras actividades recreativas y de entretenimiento,ESTATUTOS,Esc. const. nº 1311 de 15/04/2008 (RM 02/06/2008),02/06/2008
2019/01 situacion a  01/01/2019,09-00-000-B-V-016,M7320,Estudio de mercado y realización de encuestas de opinión pública,DECRETO,341/1989,13/01/1990
2019/01 situacion a  01/01/2019,09-17-035-C-C-000,R9103,Gestión de lugares y edificios históricos,ESTATUTOS,Conv.Colaborac. de 06/11/2003 (BOE 291-05/12/2003),06/11/2003
2019/01 situacion a  01/01/2019,09-08-152-H-H-000,J6190,Otras actividades de telecomunicaciones,ESTATUTOS,Esc. Const. nº 1969 de 28/06/2001,22/01/2002
2019/01 situacion a  01/01/2019,09-00-000-B-L-002,J5819,Otras actividades editoriales,LEY,"24/1987, 28-12; DOGC 933, 30-12-1987",30/12/1987
